CWE195_Signed_to_Unsigned_Conversion_Error__fscanf_memmove_12_good.c,138,23,191,1
CWE369_Divide_by_Zero__int_zero_modulo_34_good.c,75,3,184,1
CWE134_Uncontrolled_Format_String__char_console_fprintf_44_good.c,174,2,164,1
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memcpy_34_good.c,170,3,1804,1
CWE124_Buffer_Underwrite__wchar_t_declare_loop_07_good.c,157,7,1091,1
CWE134_Uncontrolled_Format_String__char_console_w32_vsnprintf_08_good.c,238,3,122,1
CWE191_Integer_Underflow__short_min_sub_10_good.c,75,3,1707,1
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_alloca_snprintf_02_good.c,139,3,1804,1
CWE121_Stack_Based_Buffer_Overflow__dest_wchar_t_alloca_cpy_14_good.c,140,3,1804,1
CWE191_Integer_Underflow__char_fscanf_postdec_14_good.c,87,3,1707,1
CWE127_Buffer_Underread__CWE839_fgets_03_good.c,128,6,133,1
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_loop_11_good.c,151,3,1804,1
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_declare_ncpy_08_good.c,148,3,1804,1
CWE121_Stack_Based_Buffer_Overflow__CWE805_int64_t_alloca_memcpy_12_good.c,131,3,1804,1
CWE124_Buffer_Underwrite__char_alloca_cpy_13_good.c,134,7,1091,1
CWE401_Memory_Leak__int64_t_calloc_09_good.c,105,2,382,1
CWE475_Undefined_Behavior_for_Input_to_API__wchar_t_01_good.c,86,3,1804,1
CWE190_Integer_Overflow__char_rand_multiply_10_good.c,87,3,870,1
CWE127_Buffer_Underread__char_declare_memcpy_04_good.c,136,7,1091,1
CWE475_Undefined_Behavior_for_Input_to_API__wchar_t_12_good.c,145,3,1804,1
CWE272_Least_Privilege_Violation__w32_char_SHRegCreateUSKey_04_good.c,83,3,1804,1
CWE134_Uncontrolled_Format_String__char_console_printf_03_good.c,162,2,164,1
CWE121_Stack_Based_Buffer_Overflow__CWE193_wchar_t_alloca_cpy_08_good.c,146,3,1804,1
CWE121_Stack_Based_Buffer_Overflow__CWE805_char_declare_snprintf_16_good.c,117,3,1804,1
CWE190_Integer_Overflow__short_fscanf_preinc_14_good.c,86,3,1707,1
CWE190_Integer_Overflow__int64_t_rand_add_04_good.c,81,3,1707,1
CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_ncat_02_good.c,140,3,1804,1
CWE122_Heap_Based_Buffer_Overflow__char_type_overrun_memcpy_04_good.c,162,6,55,1
CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_ncpy_11_good.c,134,3,1804,1
CWE127_Buffer_Underread__wchar_t_alloca_memcpy_04_good.c,153,7,1091,1
CWE190_Integer_Overflow__int_max_multiply_06_good.c,85,3,870,1
CWE191_Integer_Underflow__int64_t_rand_predec_04_good.c,82,3,1707,1
CWE126_Buffer_Overread__wchar_t_declare_loop_44_good.c,210,3,1804,1
CWE190_Integer_Overflow__short_rand_square_34_good.c,86,3,1707,1
CWE272_Least_Privilege_Violation__w32_wchar_t_SHRegOpenUSKey_01_good.c,78,3,1804,1
